index,lambda
1035,3.714292328067578e-05
1036,3.7201036603682635e-05
1037,3.7306006145366136e-05
1038,3.734817083016533e-05
1039,3.740506750159227e-05
1040,3.75010783549977e-05
1041,3.754615551603901e-05
1042,3.76009398918579e-05
1043,3.768542107792273e-05
1044,3.784809742569115e-05
1045,3.7907692793618387e-05
1046,3.793020375336853e-05
1047,3.809466045200883e-05
1048,3.810902439198288e-05
1049,3.82020766550825e-05
1050,3.826660808439642e-05
1051,3.830531290265445e-05
1052,3.846226267816214e-05
1053,3.8531209429543e-05
1054,3.8596489997256435e-05
1055,3.863407104462705e-05
1056,3.870924394026403e-05
1057,3.880181110099342e-05
1058,3.884354858193476e-05
1059,3.903265834729975e-05
1060,3.909968264267168e-05
1061,3.915116530321172e-05
1062,3.9199898743132374e-05
1063,3.928606718632349e-05
1064,3.932918096977073e-05
1065,3.938267457233255e-05
1066,3.950394398547008e-05
1067,3.9561377316630485e-05
1068,3.963832795451023e-05
1069,3.9816071653384675e-05
1070,3.9838076540715633e-05
1071,3.99316587048129e-05
1072,4.004346202930874e-05
1073,4.010439507101907e-05
1074,4.012531960295615e-05
1075,4.020732479108036e-05
1076,4.0305580716564294e-05
1077,4.0393970492783356e-05
1078,4.045166713157451e-05
1079,4.046493669549485e-05
1080,4.0577380033814186e-05
1081,4.064581317194182e-05
1082,4.079020953189963e-05
1083,4.0815671712471135e-05
1084,4.088018842616085e-05
1085,4.096349050471953e-05
1086,4.1032865009862935e-05
1087,4.107420133398975e-05
1088,4.116355622094338e-05
1089,4.125074728280611e-05
1090,4.126767375619788e-05
1091,4.1400262009342814e-05
1092,4.151654183801609e-05
1093,4.162596411021601e-05
1094,4.1749944415832454e-05
1095,4.179349231315894e-05
1096,4.1848343881274154e-05
1097,4.194953750097721e-05
1098,4.2014914407712446e-05
1099,4.2123321295200504e-05
1100,4.2184677573921885e-05
1101,4.220750510840651e-05
1102,4.224476143877642e-05
1103,4.2319827469975324e-05
1104,4.2493671515070825e-05
1105,4.2530971379206476e-05
1106,4.2623021409416905e-05
1107,4.2694459888162194e-05
1108,4.285442142547712e-05
1109,4.2870122618290793e-05
1110,4.295165877449705e-05
1111,4.3032961005788074e-05
1112,4.304229879848995e-05
1113,4.313851312452301e-05
1114,4.324168354641573e-05
1115,4.327239457400033e-05
1116,4.338644845243676e-05
1117,4.346473257363294e-05
1118,4.3586317294153034e-05
1119,4.3647490041335375e-05
1120,4.3788439347810575e-05
1121,4.383536592784831e-05
1122,4.387301853864482e-05
1123,4.4001387219772476e-05
1124,4.402953025510859e-05
1125,4.4083727869088554e-05
1126,4.417937416523018e-05
1127,4.430121915878333e-05
1128,4.433957345863851e-05
1129,4.4489712897799536e-05
1130,4.456197872155881e-05
1131,4.458254904141964e-05
1132,4.4705296988747336e-05
1133,4.4796834356669214e-05
1134,4.487804295890851e-05
1135,4.494483940164553e-05
1136,4.5013088894677065e-05
1137,4.506193288868518e-05
1138,4.512362315254071e-05
1139,4.5212741911656974e-05
1140,4.527360035462839e-05
1141,4.5356136968033524e-05
1142,4.5475380440721915e-05
1143,4.555107957526304e-05
1144,4.563140529683438e-05
1145,4.568808832009724e-05
1146,4.572585682864689e-05
1147,4.5795402925584436e-05
1148,4.5833898189904925e-05
1149,4.591970051747121e-05
1150,4.598519113045815e-05
1151,4.6073874951266926e-05
1152,4.618233561240246e-05
1153,4.627206701220033e-05
1154,4.639781581061774e-05
1155,4.647784756792353e-05
1156,4.6549874579161124e-05
1157,4.663933489157767e-05
1158,4.6791299879865724e-05
1159,4.6806405802245755e-05
1160,4.6932562407076406e-05
1161,4.698015146820677e-05
1162,4.701898668216847e-05
1163,4.7097672971853354e-05
1164,4.727229407004356e-05
1165,4.729177845752796e-05
1166,4.739093680503023e-05
1167,4.747778243602554e-05
1168,4.752694608774053e-05
1169,4.761323336812045e-05
1170,4.767830057762644e-05
1171,4.782901942283247e-05
1172,4.791652246649868e-05
1173,4.799875488646799e-05
1174,4.807190233956256e-05
1175,4.808585336545208e-05
1176,4.819341732777316e-05
1177,4.833502658814753e-05
1178,4.8418673276482624e-05
1179,4.8506322982301934e-05
1180,4.861286142930985e-05
1181,4.867163224391785e-05
1182,4.875548263738605e-05
1183,4.884148970131957e-05
1184,4.89400852818111e-05
1185,4.9000160091932466e-05
1186,4.9090916152409625e-05
1187,4.917966424442417e-05
1188,4.92991581203222e-05
1189,4.93449417331112e-05
1190,4.942088241540841e-05
1191,4.9517763981394275e-05
1192,4.960103624666598e-05
1193,4.97116365448118e-05
1194,4.97961948180556e-05
1195,4.9857446969860985e-05
1196,4.9927284190873605e-05
1197,5.002425609353696e-05
1198,5.013075255381872e-05
1199,5.018926135414849e-05
1200,5.024388575467662e-05
1201,5.037835958488459e-05
1202,5.045009060432013e-05
1203,5.05662300312127e-05
1204,5.061455787598262e-05
1205,5.0755169034319004e-05
1206,5.083135184474801e-05
1207,5.086663762442631e-05
1208,5.105769550548837e-05
1209,5.110614437026313e-05
1210,5.117342424471182e-05
1211,5.125155312742644e-05
1212,5.1276778573234904e-05
1213,5.135174837981084e-05
1214,5.142529434719761e-05
1215,5.149762648482959e-05
1216,5.159785638947149e-05
1217,5.1737467583164614e-05
1218,5.1816795267487734e-05
1219,5.185915246360348e-05
1220,5.1916617317940054e-05
1221,5.208338847447382e-05
1222,5.2114957677975804e-05
1223,5.221440541332996e-05
1224,5.2372231293819105e-05
1225,5.244188741619925e-05
1226,5.251061430892727e-05
1227,5.256964696825317e-05
1228,5.270268148757835e-05
1229,5.2732074189043115e-05
1230,5.279254953465329e-05
1231,5.293683185551689e-05
1232,5.302594493505552e-05
1233,5.3150483687340266e-05
1234,5.3317044301394196e-05
1235,5.335403065565005e-05
1236,5.3414183917502505e-05
1237,5.35620331176594e-05
1238,5.3584381301446344e-05
1239,5.360870033299055e-05
1240,5.3678306389918546e-05
1241,5.37451206087902e-05
1242,5.399432481367236e-05
1243,5.401394056722707e-05
1244,5.410117086969846e-05
1245,5.424461197891718e-05
1246,5.433686320464306e-05
1247,5.437508821767485e-05
1248,5.4447205132544694e-05
1249,5.445516987933542e-05
1250,5.4544475661970036e-05
1251,5.464507773564444e-05
1252,5.4807964127286686e-05
1253,5.490007778669122e-05
1254,5.498305014038842e-05
1255,5.51167321140346e-05
1256,5.519179627590886e-05
1257,5.530515099845782e-05
1258,5.534073756301965e-05
1259,5.536847740461951e-05
1260,5.554564802917231e-05
1261,5.56430232332803e-05
1262,5.575995910307665e-05
1263,5.5811888524333114e-05
1264,5.59315917066036e-05
1265,5.6000141777913404e-05
1266,5.6016932872994944e-05
1267,5.6162560144747835e-05
1268,5.6173834007847605e-05
1269,5.646366867837243e-05
1270,5.6522098149524436e-05
1271,5.658168940528267e-05
1272,5.6655783987928036e-05
1273,5.678607906544389e-05
1274,5.684539144500898e-05
1275,5.690911274783368e-05
1276,5.699107438351409e-05
1277,5.7105112092713275e-05
1278,5.723382494327479e-05
1279,5.7317916152165735e-05
1280,5.749852659813112e-05
1281,5.75305457336464e-05
1282,5.7653043192819816e-05
1283,5.776358640678698e-05
1284,5.7840669619997447e-05
1285,5.785991703833845e-05
1286,5.80401818179173e-05
1287,5.806411574159389e-05
1288,5.8231400127968246e-05
1289,5.841851363613471e-05
1290,5.848965152766066e-05
1291,5.8556680725567745e-05
1292,5.8646411796754e-05
1293,5.870872410659912e-05
1294,5.8742832923616066e-05
1295,5.884141451525688e-05
1296,5.884755576965555e-05
1297,5.900599202534783e-05
1298,5.913608936296306e-05
1299,5.924742478648063e-05
1300,5.931431627687758e-05
1301,5.940102335618641e-05
1302,5.9439692077120836e-05
1303,5.954584716157888e-05
1304,5.967827483767274e-05
1305,5.972476460301988e-05
1306,5.983044290727644e-05
1307,5.997763225773603e-05
1308,6.0045770587943544e-05
1309,6.015243058235121e-05
1310,6.019637940772688e-05
1311,6.023680889677554e-05
1312,6.036639322324092e-05
1313,6.043565141552474e-05
1314,6.06511590720306e-05
1315,6.0716109945668685e-05
1316,6.076770900213013e-05
1317,6.0895361702814813e-05
1318,6.107493055654113e-05
1319,6.113990161777039e-05
1320,6.1243122606249e-05
1321,6.126077276980753e-05
1322,6.131656038018641e-05
1323,6.151481158161526e-05
1324,6.162948023663137e-05
1325,6.164021760186535e-05
1326,6.173030908438946e-05
1327,6.17711083956555e-05
1328,6.206442885093487e-05
1329,6.210033351459815e-05
1330,6.218697112306349e-05
1331,6.224388426212761e-05
1332,6.241141649688949e-05
1333,6.25065833745599e-05
1334,6.256744390992499e-05
1335,6.263152837489327e-05
1336,6.271478674192775e-05
1337,6.285051349649692e-05
1338,6.293855203011665e-05
1339,6.304710246414387e-05
1340,6.314236611250509e-05
1341,6.322532148736069e-05
1342,6.328949634346887e-05
1343,6.33523850996109e-05
1344,6.342278427609684e-05
1345,6.361202942564663e-05
1346,6.366557468621917e-05
1347,6.376500388112482e-05
1348,6.386159690079042e-05
1349,6.3954862294064e-05
1350,6.405940177734172e-05
1351,6.424406210563158e-05
1352,6.432541201096635e-05
1353,6.449506826504849e-05
1354,6.458346014325357e-05
1355,6.46526509650785e-05
1356,6.475682827843671e-05
1357,6.48643539465823e-05
1358,6.492831812244989e-05
1359,6.509276135776219e-05
1360,6.512432455189647e-05
1361,6.52691099569898e-05
1362,6.534407521725834e-05
1363,6.537173127451532e-05
1364,6.562607650134271e-05
1365,6.568866616239236e-05
1366,6.571261939340938e-05
1367,6.583206890979695e-05
1368,6.592650710646475e-05
1369,6.608839890306039e-05
1370,6.617215889879053e-05
1371,6.626782072227537e-05
1372,6.642821669987547e-05
1373,6.656355655488552e-05
1374,6.658802595064199e-05
1375,6.67304846002188e-05
1376,6.68537377285106e-05
1377,6.69693109873201e-05
1378,6.702498702453521e-05
1379,6.713013227540893e-05
1380,6.715805244676257e-05
1381,6.72019153206596e-05
1382,6.72615495686584e-05
1383,6.741553225863971e-05
1384,6.752532767950746e-05
1385,6.759720616261372e-05
1386,6.774191352957153e-05
1387,6.775543445899287e-05
1388,6.782624357085328e-05
1389,6.797467087948907e-05
1390,6.802870638427001e-05
1391,6.82125386048478e-05
1392,6.836227735685515e-05
1393,6.842986442860868e-05
1394,6.852443884011646e-05
1395,6.862824894072077e-05
1396,6.871964434431029e-05
1397,6.876556199070386e-05
1398,6.897128963845084e-05
1399,6.907780080920163e-05
1400,6.919390761400594e-05
1401,6.937143089920829e-05
1402,6.941574316074366e-05
1403,6.951204714233123e-05
1404,6.960647414317996e-05
1405,6.970421256413525e-05
1406,6.993043470558077e-05
1407,6.999173010066442e-05
1408,7.015365488537673e-05
1409,7.024129106850995e-05
1410,7.030549468531077e-05
1411,7.041773948756947e-05
1412,7.055986923637922e-05
1413,7.06311382995225e-05
1414,7.079834907666876e-05
1415,7.082146949359219e-05
1416,7.085260160927824e-05
1417,7.088471929612342e-05
1418,7.103239304646593e-05
1419,7.107260818614032e-05
1420,7.114862783875544e-05
1421,7.13641077888597e-05
1422,7.142231183092033e-05
1423,7.148004116519659e-05
1424,7.159531388274053e-05
1425,7.175447391914162e-05
1426,7.190250006204244e-05
1427,7.199438493868047e-05
1428,7.2052747971991e-05
1429,7.208232685175553e-05
1430,7.218119773006716e-05
1431,7.225968351518715e-05
1432,7.246666799389686e-05
1433,7.254045860972216e-05
1434,7.262469905923494e-05
1435,7.278212854752155e-05
1436,7.286508831382567e-05
1437,7.295914738366986e-05
1438,7.301379909048298e-05
1439,7.324215121783714e-05
1440,7.326129005421868e-05
1441,7.338087670813834e-05
1442,7.346348856013308e-05
1443,7.370161703555192e-05
1444,7.379376246509829e-05
1445,7.385546704662393e-05
1446,7.395453183342234e-05
1447,7.415255850676207e-05
1448,7.417685813727409e-05
1449,7.428902629810968e-05
1450,7.445311524142387e-05
1451,7.454362286087125e-05
1452,7.462470555421421e-05
1453,7.468230958535171e-05
1454,7.494295014709142e-05
1455,7.500030142692768e-05
1456,7.513228771487739e-05
1457,7.526959613510978e-05
1458,7.531048411563226e-05
1459,7.554146978137886e-05
1460,7.561014754356954e-05
1461,7.56643856090847e-05
1462,7.579096741541293e-05
1463,7.58116103989265e-05
1464,7.597513934366439e-05
1465,7.600643960065235e-05
1466,7.611089004831261e-05
1467,7.639206922741722e-05
1468,7.647726391389481e-05
1469,7.657725104412851e-05
1470,7.66649157855406e-05
1471,7.674028712338354e-05
1472,7.699675391948875e-05
1473,7.704231430807766e-05
1474,7.711283832150172e-05
1475,7.71650087498455e-05
1476,7.727565594378495e-05
1477,7.753494364122708e-05
1478,7.755094156684268e-05
1479,7.755917661423757e-05
1480,7.765221622611974e-05
1481,7.779485898390252e-05
1482,7.788267757946066e-05
1483,7.802850680292515e-05
1484,7.812192319136933e-05
1485,7.821905137319598e-05
1486,7.832308148978997e-05
1487,7.85363252611288e-05
1488,7.858656795196955e-05
1489,7.86995203562866e-05
1490,7.87970421841146e-05
1491,7.888021327018214e-05
1492,7.894703792988738e-05
1493,7.906105871854216e-05
1494,7.9130333795033e-05
1495,7.95153466171104e-05
1496,7.962692097608542e-05
1497,7.964180306016401e-05
1498,7.975248094151562e-05
1499,7.978220498032857e-05
1500,8.000094405585234e-05
1501,8.011098771121737e-05
1502,8.018617914082984e-05
1503,8.025900079608548e-05
1504,8.032002373838194e-05
1505,8.049182839617356e-05
1506,8.049326858478999e-05
1507,8.056328938141719e-05
1508,8.066452751557609e-05
1509,8.082452060189835e-05
1510,8.097736099314097e-05
1511,8.099887144005449e-05
1512,8.11783686488348e-05
1513,8.122302844836468e-05
1514,8.143958013062592e-05
1515,8.155023949410204e-05
1516,8.161414824106365e-05
1517,8.175787371872733e-05
1518,8.176574709806255e-05
1519,8.19777137710128e-05
1520,8.207105154451362e-05
1521,8.212782408580081e-05
1522,8.220945886734523e-05
1523,8.230162012776211e-05
1524,8.2423253587634e-05
1525,8.264841281546063e-05
1526,8.269125911291527e-05
1527,8.281681839844798e-05
1528,8.293311474467713e-05
1529,8.311530316394651e-05
1530,8.330608448810502e-05
1531,8.332959416907519e-05
1532,8.346788087247584e-05
1533,8.352131739260035e-05
1534,8.3725563784488e-05
1535,8.382648461826875e-05
1536,8.402211099283485e-05
1537,8.407317853760102e-05
1538,8.419007119807247e-05
1539,8.433645274396129e-05
1540,8.4442901557887e-05
1541,8.457210470650273e-05
1542,8.464149982904198e-05
1543,8.474745532126864e-05
1544,8.492044937279655e-05
1545,8.496722688485669e-05
1546,8.511989690817048e-05
1547,8.522508960796264e-05
1548,8.533921897011861e-05
1549,8.535853566038286e-05
1550,8.545447497508888e-05
1551,8.558361105417992e-05
1552,8.582852047416694e-05
1553,8.588499641332496e-05
1554,8.596886854902079e-05
1555,8.604717891930492e-05
1556,8.632040631758994e-05
1557,8.638684196511453e-05
1558,8.65951295576324e-05
1559,8.667869835101567e-05
1560,8.681818348673573e-05
1561,8.68642246158119e-05
1562,8.698919078268094e-05
1563,8.709241675775592e-05
1564,8.718839154160074e-05
1565,8.724043853727343e-05
1566,8.742932590219775e-05
1567,8.757383526620856e-05
1568,8.774296090126685e-05
1569,8.78372221115853e-05
1570,8.790722485317611e-05
1571,8.814374160449476e-05
1572,8.820509926568467e-05
1573,8.83569055081244e-05
1574,8.841657731205291e-05
1575,8.849524932689919e-05
1576,8.863035451213717e-05
1577,8.86622853817576e-05
1578,8.87814895605977e-05
1579,8.886183844908004e-05
1580,8.897047707943879e-05
1581,8.913585147708467e-05
1582,8.930501911011075e-05
1583,8.934795572848947e-05
1584,8.942737150251423e-05
1585,8.945620834117174e-05
1586,8.961322934058608e-05
1587,8.982066930881859e-05
1588,8.990437710187182e-05
1589,9.00589071306898e-05
1590,9.01139846100823e-05
1591,9.027846919587477e-05
1592,9.038212741374758e-05
1593,9.056796095957416e-05
1594,9.068031335077204e-05
1595,9.088105910200192e-05
1596,9.102570896871347e-05
1597,9.106512115129432e-05
1598,9.120527655652734e-05
1599,9.130635945035809e-05
1600,9.148814735560081e-05
1601,9.158239232093357e-05
1602,9.164345660741678e-05
1603,9.187069117458253e-05
1604,9.195292633463994e-05
1605,9.219782535604409e-05
1606,9.231274550571188e-05
1607,9.244095277120159e-05
1608,9.252199252614218e-05
1609,9.259272117165215e-05
1610,9.27027956191152e-05
1611,9.288181633185236e-05
1612,9.302810145264814e-05
1613,9.314399485141693e-05
1614,9.326030147883106e-05
1615,9.33524450001125e-05
1616,9.348462883229634e-05
1617,9.359408613556653e-05
1618,9.376705278033917e-05
1619,9.382882526973854e-05
1620,9.392415338585438e-05
1621,9.398390551733738e-05
1622,9.42070272282715e-05
1623,9.424037032840618e-05
1624,9.43613947132878e-05
1625,9.453966596698807e-05
1626,9.459892263275655e-05
1627,9.470323757998091e-05
1628,9.47902075138068e-05
1629,9.487955615196252e-05
1630,9.491581980945033e-05
1631,9.529239080487638e-05
1632,9.5439611599955e-05
1633,9.546505047686846e-05
1634,9.566132948114815e-05
1635,9.575722512224085e-05
1636,9.586439411557773e-05
1637,9.592717307736001e-05
1638,9.604689933409662e-05
1639,9.61926357028882e-05
1640,9.633876686634138e-05
1641,9.662456548464731e-05
1642,9.664387313403209e-05
1643,9.680954723920737e-05
1644,9.690241182603064e-05
1645,9.700687032757945e-05
1646,9.717438835555902e-05
1647,9.73529760212486e-05
1648,9.736258238689887e-05
1649,9.747593065863399e-05
1650,9.763999631012527e-05
1651,9.77098657054333e-05
1652,9.776539433004344e-05
1653,9.787294885681613e-05
1654,9.798505808967636e-05
1655,9.831466022812871e-05
1656,9.833577890691398e-05
1657,9.855910561511426e-05
1658,9.866488071837888e-05
1659,9.871398809317682e-05
1660,9.889165804691679e-05
1661,9.901860611258466e-05
1662,9.91114091708244e-05
1663,9.919536910189601e-05
1664,9.9301113338645e-05
1665,9.954963440943005e-05
1666,9.972529431534655e-05
1667,9.978780061539168e-05
1668,9.989384548429927e-05
1669,9.997761457102616e-05
1670,0.00010003913186959583
1671,0.00010034732761722228
1672,0.0001004564458168073
1673,0.00010055226744875884
1674,0.00010068419043733822
1675,0.00010080855863767217
1676,0.00010094451253129966
1677,0.00010096826389368606
1678,0.00010126282878257697
1679,0.00010135698904042581
1680,0.00010149426522400358
1681,0.00010165067754943715
1682,0.00010171137002829707
1683,0.00010179057506747419
1684,0.00010188977554535287
1685,0.00010197684236342607
1686,0.00010210525431590904
1687,0.00010229881923708746
1688,0.0001024456525060293
1689,0.00010247698431839513
1690,0.0001025662959155875
1691,0.00010272649438601297
1692,0.00010275104686279891
1693,0.0001029704308578863
1694,0.00010300721122994872
1695,0.00010317792494995111
1696,0.0001032376283537106
1697,0.00010341873995813241
1698,0.00010358157824656898
1699,0.00010377276386358959
1700,0.00010398905235748205
1701,0.00010405348889198221
1702,0.00010417160774955633
1703,0.00010436074591736733
1704,0.00010448291781820908
1705,0.00010456757555107151
1706,0.00010464536450276716
1707,0.00010476137235359117
1708,0.00010494783634362212
1709,0.00010497353715438485
1710,0.00010515106614726621
1711,0.00010522176843570099
1712,0.0001052501852222285
1713,0.00010539248551355427
1714,0.00010559381258164088
1715,0.00010564059688096432
1716,0.00010590956737404577
1717,0.00010599923922438574
1718,0.00010615438101590383
1719,0.00010639697174842873
1720,0.00010653191600735429
1721,0.00010663857703650172
1722,0.00010675317020660913
1723,0.00010687958194704195
1724,0.0001070131165310953
1725,0.00010722540274850843
1726,0.00010740430652125173
1727,0.00010751268504504541
1728,0.00010764473209747357
1729,0.0001077656502622794
1730,0.00010785590363591272
1731,0.00010790125082582378
1732,0.00010814684351417298
1733,0.00010823265151258274
1734,0.00010829264119909382
1735,0.00010837004302687063
1736,0.00010848580147344705
1737,0.00010865081826299009
1738,0.00010875466406162045
1739,0.00010894200119403196
1740,0.00010907072431653939
1741,0.0001092782865918569
1742,0.00010938251414339546
1743,0.00010948174505796936
1744,0.00010974449037717426
1745,0.00010980383398449174
1746,0.00010988350155286691
1747,0.00011002904177605828
1748,0.0001101807015355651
1749,0.00011028947429837241
1750,0.00011041985167011914
1751,0.00011058185617674921
1752,0.00011074080692088285
1753,0.00011078320472159925
1754,0.00011103571266330127
1755,0.00011104666773773063
1756,0.00011128027360142405
1757,0.0001113971196405277
1758,0.00011142930027767896
1759,0.00011151788299896607
1760,0.00011176025283469441
1761,0.00011188518028942647
1762,0.00011206557127772873
1763,0.00011231319239283198
1764,0.00011237861369900253
1765,0.00011243261120472313
1766,0.00011264950399709974
1767,0.00011275189862176416
1768,0.00011277723809636047
1769,0.00011303399411364779
1770,0.0001131337456269953
1771,0.00011326293128663254
1772,0.00011336605901127671
1773,0.00011350851735037589
1774,0.00011365123011671332
1775,0.00011379635005085383
1776,0.00011388631224546631
1777,0.00011410300581086103
1778,0.0001141742196983699
1779,0.00011423642613788713
1780,0.0001144939286592927
1781,0.00011470183061575605
1782,0.00011474755603188441
1783,0.00011498638057707466
1784,0.0001150516783892027
1785,0.00011519578902829903
1786,0.00011535430762349816
1787,0.00011555009080490872
1788,0.00011564174342777408
1789,0.00011567603133731403
1790,0.0001158065704739863
1791,0.00011590104628222496
1792,0.00011609836443116955
1793,0.00011636914638862291
1794,0.0001164387495111285
1795,0.0001165530461440625
1796,0.00011673511950498151
1797,0.00011684374901394405
1798,0.00011696242862841077
1799,0.000117136165674942
1800,0.00011728343076933189
1801,0.00011743097313865475
1802,0.00011755531535807449
1803,0.00011767530437319607
1804,0.00011779265263752113
1805,0.00011801156118890007
1806,0.0001180432579164624
1807,0.00011819888313261158
1808,0.00011828093611115258
1809,0.00011846660178096892
1810,0.0001185779340967858
1811,0.00011870377193165172
1812,0.00011897922361473253
1813,0.00011900190064630964
1814,0.00011919054714734015
1815,0.00011938087577877311
1816,0.00011958786198672904
1817,0.00011971709466310898
1818,0.00011981767187968303
1819,0.00011991282070053359
1820,0.00012006290445677651
1821,0.00012011204155027879
1822,0.00012030582612577083
1823,0.00012046877554686123
1824,0.00012059004795714322
1825,0.00012063424644865074
1826,0.00012078773076467003
1827,0.00012086191249683098
1828,0.00012109197496231784
1829,0.00012117059131953279
1830,0.00012146057848117555
1831,0.00012158143600224445
1832,0.00012170129193502823
1833,0.00012185672552742019
1834,0.00012199885768880916
1835,0.00012207155614331168
1836,0.00012228331684722513
1837,0.00012240574891650137
1838,0.0001225041395993212
1839,0.00012250982156462962
1840,0.00012257197157955412
1841,0.0001228283589609376
1842,0.00012284133638854706
1843,0.00012309305915430825
1844,0.00012328502935352295
1845,0.00012332607928366543
1846,0.00012345508782123717
1847,0.00012364334778357976
1848,0.00012388369058907682
1849,0.00012397150088479887
1850,0.00012404214569367963
1851,0.00012425810069447612
1852,0.00012446173332588428
1853,0.0001245982113628203
1854,0.00012465423969174383
1855,0.00012477300498422457
1856,0.00012484554914950772
1857,0.00012496627940172927
1858,0.00012512837997514104
1859,0.00012545854790483847
1860,0.00012564400902250681
1861,0.00012578426587461474
1862,0.00012605321128517365
1863,0.00012615219867791216
1864,0.00012632019501033275
1865,0.0001264833488583234
1866,0.00012655190056746365
1867,0.00012660581367779082
1868,0.0001266826725471048
1869,0.0001268078682993631
1870,0.0001270928024100234
1871,0.00012711556188772904
1872,0.00012736069854764377
1873,0.00012743202439899332
1874,0.00012762806685931587
1875,0.00012781479919611054
1876,0.0001279047408265503
1877,0.00012812545893995246
1878,0.0001281694985392188
1879,0.00012837786668066855
1880,0.00012841884718406215
1881,0.00012853372987885393
1882,0.00012865055571419963
1883,0.00012877511866567112
1884,0.0001288788871828756
1885,0.0001293252514343429
1886,0.0001294068263406096
1887,0.00012963644865575329
1888,0.00012967680709261882
1889,0.00012991545484708234
1890,0.00012999583286510063
1891,0.00013004984169771142
1892,0.00013010324241203024
1893,0.00013036602910186697
1894,0.00013052691344624898
1895,0.00013059691621810195
1896,0.00013081591467283425
1897,0.00013100060366952443
1898,0.00013120995195231566
1899,0.000131332375543418
1900,0.00013153331950987017
1901,0.00013163143785336134
1902,0.00013169584113203894
1903,0.00013205846696954696
1904,0.00013214516087017532
1905,0.00013236087289760903
1906,0.00013246261487240106
1907,0.0001326349880431472
1908,0.0001326880341135699
1909,0.00013281277566569815
1910,0.00013289941023839432
1911,0.00013303786384036056
1912,0.00013320886717893963
1913,0.0001332821374611172
1914,0.00013367265066823128
1915,0.0001337797801917163
1916,0.00013391785028900451
1917,0.00013403684115196818
1918,0.00013408897056669148
1919,0.000134241410868825
1920,0.0001343622805428878
1921,0.00013452204515897154
1922,0.00013468400117252558
1923,0.00013476766818780477
1924,0.00013482060217809638
1925,0.00013503201370895624
1926,0.00013526882448513042
1927,0.00013535668679986012
1928,0.0001355058941024856
1929,0.0001355926269192843
1930,0.0001358322276985426
1931,0.00013602485423762
1932,0.00013628537922902157
1933,0.00013636336843419065
1934,0.00013641605350888782
1935,0.00013665730833218546
1936,0.00013676428323863553
1937,0.000136953467052312
1938,0.00013717337182006295
1939,0.00013728439011496406
1940,0.00013741867662612573
1941,0.00013756178915038585
1942,0.00013762229238899063
1943,0.0001377463102863972
1944,0.00013786793034754264
1945,0.0001380726794079807
1946,0.0001384790955099725
1947,0.00013858926142626589
1948,0.0001387693906658496
1949,0.000138837159261127
1950,0.00013895931094151176
1951,0.00013905513055634413
1952,0.0001391160409274431
1953,0.00013926770209164615
1954,0.00013945028115227583
1955,0.00013948740854615452
1956,0.00013978515716176208
1957,0.0001399200123758057
1958,0.00013999616193447912
1959,0.0001401954244121545
1960,0.00014038435241210345
1961,0.00014052611613253222
1962,0.0001408264997943194
1963,0.00014088477964925472
1964,0.00014099997446044435
1965,0.00014111713110614437
1966,0.00014128894998899247
1967,0.00014139406493379752
1968,0.0001414859417364149
1969,0.0001415708085706772
1970,0.00014181603109201198
1971,0.00014198319550227348
1972,0.00014227447865921224
1973,0.00014242551808281193
1974,0.0001425445459734438
1975,0.00014269324254389921
1976,0.00014274112200906994
1977,0.00014288114642382652
1978,0.0001429754426494931
1979,0.00014314424934087246
1980,0.0001433570164349657
1981,0.00014359043535134357
1982,0.00014382883974081926
1983,0.00014392545947099339
1984,0.0001440601387893489
1985,0.00014416587149615793
1986,0.00014442764738687046
1987,0.00014458539118386617
1988,0.00014473136233453599
1989,0.00014497034470435405
1990,0.0001450241504415732
1991,0.00014518694527990256
1992,0.0001452763842751955
1993,0.00014538181096832126
1994,0.00014551289652696802
1995,0.00014578388358678812
1996,0.00014582838386139677
1997,0.00014590958309147918
1998,0.00014608421961130038
1999,0.000146203179088958
2000,0.0001465658507917463
2001,0.0001467242434680261
2002,0.0001468290185918568
2003,0.000146923290300123
2004,0.00014704586076543392
2005,0.00014717610830325712
2006,0.00014736976521473715
2007,0.0001475429470420536
2008,0.00014758525415495605
2009,0.00014778748901620066
2010,0.00014798152253225866
2011,0.00014808973328080254
2012,0.00014813650862907293
2013,0.0001485250837837714
2014,0.00014869847161430016
2015,0.00014886582171754642
2016,0.00014905818011808316
2017,0.00014946214200325215
2018,0.00014952101212436985
2019,0.0001495593529195542
2020,0.000149736909077976
2021,0.00014976659641293438
2022,0.00015002153446067756
2023,0.0001502275230518276
2024,0.00015030767281491177
2025,0.00015044823179724873
2026,0.0001506763835861576
2027,0.00015073044727783783
2028,0.00015078714785984887
2029,0.00015105553241115695
2030,0.00015127364274510475
2031,0.0001514681598277448
2032,0.00015164422926308688
2033,0.0001519380739814093
2034,0.00015205594763364767
2035,0.00015224871522483076
2036,0.00015230310583937156
2037,0.00015250520306275679
2038,0.00015268685025429912
2039,0.0001527284653957739
2040,0.00015297035267291436
2041,0.00015308662260975082
2042,0.0001531357605676489
2043,0.00015326898638835259
2044,0.0001536619190733459
2045,0.00015393847444957016
2046,0.00015411283711003892
2047,0.00015438079222952238
2048,0.00015438924915129988
2049,0.00015456136586677785
2050,0.00015473566192431834
2051,0.0001549542918652303
2052,0.00015503461737482598
2053,0.0001551817107266662
2054,0.0001555191573038852
2055,0.00015562991845851406
